Winner,Score,Rounds,Score Threshold,Dice Threshold,Consider Score,Consider Dice,Smart
Player 344,12150,17,,,,,
Player 346,11950,20,,,,,
Player 355,11150,17,,,,,
Player 356,10950,11,,,,,
Player 363,10250,14,,,,,
Player 368,11800,23,,,,,
Player 372,11450,17,,,,,
Player 380,10900,23,,,,,
Player 381,10150,21,,,,,
Player 386,10700,23,,,,,
Player 393,11050,15,,,,,
Player 398,10050,15,,,,,
Player 404,12050,17,,,,,
Player 408,10450,12,,,,,
Player 412,10400,12,,,,,
Player 420,10000,14,,,,,
Player 425,10550,14,,,,,
Player 429,10800,19,,,,,
Player 432,10150,22,,,,,
Player 437,10300,14,,,,,
Player 441,11450,19,,,,,
Player 450,10350,13,,,,,
Player 454,10100,13,,,,,
Player 458,12150,16,,,,,
Player 461,10950,16,,,,,
Player 469,10250,19,,,,,
Player 474,11650,17,,,,,
Player 476,10000,12,,,,,
Player 484,11950,17,,,,,
Player 487,11250,12,,,,,
Player 494,11200,16,,,,,
Player 500,12300,20,,,,,
Player 504,10100,22,,,,,
Player 506,10800,13,,,,,
Player 513,10250,17,,,,,
Player 520,10450,17,,,,,
Player 522,10250,16,,,,,
Player 526,10250,15,,,,,
Player 533,10400,11,,,,,
Player 539,10150,17,,,,,
Player 543,10100,17,,,,,
Player 548,11400,17,,,,,
Player 551,10100,11,,,,,
Player 558,12200,19,,,,,
Player 561,10200,18,,,,,
Player 566,10500,16,,,,,
Player 572,11600,11,,,,,
Player 580,10950,11,,,,,
Player 585,10650,22,,,,,
Player 590,11900,23,,,,,
Player 592,12550,13,,,,,
Player 600,11550,14,,,,,
Player 603,10450,19,,,,,
Player 608,12250,10,,,,,
Player 612,11350,11,,,,,
Player 620,10350,15,,,,,
Player 625,10100,22,,,,,
Player 630,10200,16,,,,,
Player 635,10650,14,,,,,
Player 638,10150,23,,,,,
Player 641,10350,18,,,,,
Player 648,11750,16,,,,,
Player 654,11450,19,,,,,
Player 657,10600,10,,,,,
Player 661,10550,22,,,,,
Player 670,10000,15,,,,,
Player 671,10900,16,,,,,
Player 679,11600,20,,,,,
Player 683,10500,21,,,,,
Player 686,10950,8,,,,,
Player 695,10550,17,,,,,
Player 700,10050,20,,,,,
Player 702,10700,11,,,,,
Player 709,10750,15,,,,,
Player 711,12000,12,,,,,
Player 720,11550,18,,,,,
Player 723,11400,17,,,,,
Player 728,10400,14,,,,,
Player 733,11000,18,,,,,
Player 740,10700,15,,,,,
Player 745,10250,19,,,,,
Player 746,10250,19,,,,,
Player 751,10800,25,,,,,
Player 760,10250,17,,,,,
Player 765,10150,15,,,,,
Player 770,10500,13,,,,,
Player 773,10250,14,,,,,
Player 779,10200,23,,,,,
Player 781,10300,20,,,,,
Player 789,10500,20,,,,,
Player 795,10000,21,,,,,
Player 797,11900,21,,,,,
Player 1,10450,19,,,,,
Player 9,10750,18,,,,,
Player 11,10000,20,,,,,
Player 20,10700,18,,,,,
Player 21,10050,16,,,,,
Player 30,11250,22,,,,,
Player 35,11250,20,,,,,
Player 38,10400,21,,,,,
Player 42,10000,12,,,,,
Player 50,10200,13,,,,,
Player 54,11850,22,,,,,
Player 59,10100,23,,,,,
Player 63,10200,8,,,,,
Player 66,11350,18,,,,,
Player 71,11300,13,,,,,
Player 79,11550,12,,,,,
Player 82,10050,14,,,,,
Player 89,10150,18,,,,,
Player 92,10550,17,,,,,
Player 100,10150,21,,,,,
Player 105,10700,11,,,,,
Player 109,10200,25,,,,,
Player 113,10000,16,,,,,
Player 120,11000,14,,,,,
Player 124,10050,15,,,,,
Player 130,12500,21,,,,,
Player 135,10750,17,,,,,
Player 139,12850,16,,,,,
Player 145,10100,23,,,,,
Player 148,10200,16,,,,,
Player 154,10750,14,,,,,
Player 158,10150,20,,,,,
Player 163,10350,15,,,,,
Player 169,10500,16,,,,,
Player 173,10250,13,,,,,
Player 178,11000,19,,,,,
Player 182,10350,22,,,,,
Player 187,10700,23,,,,,
Player 194,10450,22,,,,,
Player 200,11200,13,,,,,
Player 201,10000,17,,,,,
Player 210,10350,20,,,,,
Player 215,13600,15,,,,,
Player 220,10650,15,,,,,
Player 222,10600,15,,,,,
Player 228,12350,20,,,,,
Player 232,10850,23,,,,,
Player 238,10100,22,,,,,
Player 242,13250,16,,,,,
Player 247,10050,15,,,,,
Player 251,10150,19,,,,,
Player 257,10400,23,,,,,
Player 262,10550,11,,,,,
Player 270,11100,19,,,,,
Player 272,12050,19,,,,,
Player 278,10600,17,,,,,
Player 285,10150,15,,,,,
Player 289,10800,17,,,,,
Player 293,10850,19,,,,,
Player 300,10500,23,,,,,
Player 301,10000,12,,,,,
Player 308,10400,21,,,,,
Player 311,10850,20,,,,,
Player 318,10550,15,,,,,
Player 321,10950,19,,,,,
Player 326,10150,19,,,,,
Player 333,10050,11,,,,,
Player 338,10050,21,,,,,
Player 344,11500,20,,,,,
Player 350,10850,18,,,,,
Player 355,13050,20,,,,,
Player 359,10150,21,,,,,
Player 363,10050,20,,,,,
Player 366,11050,22,,,,,
Player 371,11550,18,,,,,
Player 376,10350,20,,,,,
Player 381,10100,17,,,,,
Player 386,12000,19,,,,,
Player 394,10350,12,,,,,
Player 397,10200,21,,,,,
Player 402,11200,23,,,,,
Player 408,10200,15,,,,,
Player 414,11250,22,,,,,
Player 416,10700,12,,,,,
Player 423,10000,11,,,,,
Player 427,11550,20,,,,,
Player 432,10700,14,,,,,
Player 436,10450,18,,,,,
Player 442,10300,16,,,,,
Player 449,10100,24,,,,,
Player 452,10150,17,,,,,
Player 458,11000,13,,,,,
Player 461,10250,18,,,,,
Player 468,11700,16,,,,,
Player 474,10250,16,,,,,
Player 480,10450,9,,,,,
Player 482,10750,15,,,,,
Player 487,10550,12,,,,,
Player 493,10450,16,,,,,
Player 500,10200,15,,,,,
Player 505,11100,16,,,,,
Player 509,12850,13,,,,,
Player 511,10250,11,,,,,
Player 518,10400,21,,,,,
Player 522,10100,14,,,,,
Player 526,11350,9,,,,,
Player 532,10100,17,,,,,
Player 540,10100,18,,,,,
Player 544,10350,17,,,,,
Player 550,10200,18,,,,,
Player 553,10500,15,,,,,
Player 559,10200,15,,,,,
Player 562,10700,13,,,,,
Player 567,10150,19,,,,,
Player 575,10450,17,,,,,
Player 578,10100,17,,,,,
Player 582,10200,20,,,,,
Player 588,10100,15,,,,,
Player 591,10100,9,,,,,
Player 600,10500,17,,,,,
Player 601,11200,17,,,,,
Player 607,10150,20,,,,,
Player 611,10750,16,,,,,
Player 620,10050,17,,,,,
Player 621,10600,15,,,,,
Player 629,10050,16,,,,,
Player 634,11350,21,,,,,
Player 638,10050,12,,,,,
Player 641,10500,15,,,,,
Player 647,10300,22,,,,,
Player 652,10300,16,,,,,
Player 656,10050,18,,,,,
Player 662,10150,21,,,,,
Player 670,11100,22,,,,,
Player 672,10000,18,,,,,
Player 679,11400,18,,,,,
Player 683,10100,19,,,,,
Player 688,10600,8,,,,,
Player 692,10100,20,,,,,
Player 698,12450,14,,,,,
Player 705,10850,20,,,,,
Player 710,10000,23,,,,,
Player 712,10050,14,,,,,
Player 717,10050,20,,,,,
Player 722,10100,15,,,,,
Player 730,10800,19,,,,,
Player 734,11150,17,,,,,
Player 737,10450,22,,,,,
Player 742,11650,10,,,,,
Player 746,10050,16,,,,,
Player 751,11950,14,,,,,
Player 759,11400,18,,,,,
Player 764,10200,19,,,,,
Player 768,10050,13,,,,,
Player 772,10250,19,,,,,
Player 776,10150,17,,,,,
Player 782,12950,14,,,,,
Player 786,11300,18,,,,,
Player 793,10350,20,,,,,
Player 799,10750,24,,,,,
Player 5,10000,15,,,,,
Player 10,15100,18,,,,,
Player 11,10050,12,,,,,
Player 18,10050,15,,,,,
Player 25,12350,24,,,,,
Player 30,10450,19,,,,,
Player 32,10100,16,,,,,
Player 37,10050,12,,,,,
Player 41,10350,18,,,,,
Player 47,13500,14,,,,,
Player 52,10300,13,,,,,
Player 59,14450,11,,,,,
Player 62,10450,18,,,,,
Player 68,10050,20,,,,,
Player 72,10650,21,,,,,
Player 76,10250,19,,,,,
Player 82,10750,21,,,,,
Player 89,11800,20,,,,,
Player 95,10300,13,,,,,
Player 98,10600,16,,,,,
Player 102,10650,21,,,,,
Player 106,10250,13,,,,,
Player 111,10350,11,,,,,
Player 118,10400,17,,,,,
Player 124,11800,9,,,,,
Player 130,10700,15,,,,,
Player 133,10000,19,,,,,
Player 140,10300,26,,,,,
Player 144,10050,12,,,,,
Player 148,12300,18,,,,,
Player 151,11650,20,,,,,
Player 157,12650,12,,,,,
Player 165,12050,17,,,,,
Player 168,10250,14,,,,,
Player 171,11300,17,,,,,
Player 179,10250,22,,,,,
Player 183,11000,14,,,,,
Player 189,10150,14,,,,,
Player 194,10950,14,,,,,
Player 199,10650,18,,,,,
Player 202,10000,24,,,,,
Player 209,10450,12,,,,,
Player 215,10700,22,,,,,
Player 220,11850,21,,,,,
Player 221,11700,19,,,,,
Player 228,11100,17,,,,,
Player 234,11750,17,,,,,
Player 236,10050,22,,,,,
Player 241,10500,24,,,,,
Player 249,10400,16,,,,,
Player 255,11800,18,,,,,
Player 259,10300,20,,,,,
Player 261,10600,16,,,,,
Player 270,10250,20,,,,,
Player 275,12400,13,,,,,
Player 277,10350,18,,,,,
Player 284,11400,24,,,,,
Player 290,10950,19,,,,,
Player 291,10900,17,,,,,
Player 298,11050,17,,,,,
Player 305,10050,10,,,,,
Player 306,11200,20,,,,,
Player 311,10100,16,,,,,
Player 316,11150,18,,,,,
Player 323,11950,13,,,,,
Player 327,11250,18,,,,,
Player 334,10950,20,,,,,
Player 338,10250,23,,,,,
Player 342,10450,11,,,,,
Player 350,10750,15,,,,,
Player 355,10950,17,,,,,
Player 356,10450,20,,,,,
Player 365,10600,19,,,,,
Player 366,10300,14,,,,,
Player 375,10200,15,,,,,
Player 377,11300,15,,,,,
Player 383,11750,21,,,,,
Player 390,12100,13,,,,,
Player 392,10100,17,,,,,
Player 398,10550,20,,,,,
Player 401,10300,17,,,,,
Player 408,10500,18,,,,,
Player 413,10850,17,,,,,
Player 420,11650,23,,,,,
Player 422,10900,20,,,,,
Player 428,11650,21,,,,,
Player 434,11400,11,,,,,
Player 439,10650,20,,,,,
Player 443,10350,18,,,,,
Player 450,10750,16,,,,,
Player 452,12500,18,,,,,
Player 458,10250,10,,,,,
Player 462,10200,19,,,,,
Player 470,10800,16,,,,,
Player 472,11850,18,,,,,
Player 479,10450,14,,,,,
Player 485,11950,5,,,,,
Player 487,11400,15,,,,,
Player 492,11500,11,,,,,
Player 498,11550,18,,,,,
Player 501,10700,17,,,,,
Player 507,10900,17,,,,,
Player 515,10500,13,,,,,
Player 519,10600,18,,,,,
Player 524,10100,16,,,,,
Player 526,10200,19,,,,,
Player 531,11500,12,,,,,
Player 538,10550,18,,,,,
Player 543,10550,20,,,,,
Player 547,10200,19,,,,,
Player 554,11400,18,,,,,
Player 560,10200,13,,,,,
Player 563,11800,20,,,,,
Player 567,11350,18,,,,,
Player 574,11100,18,,,,,
Player 577,10500,15,,,,,
Player 582,11250,21,,,,,
Player 586,11250,23,,,,,
Player 592,10200,18,,,,,
Player 596,10800,14,,,,,
Player 603,10100,20,,,,,
Player 607,12850,22,,,,,
Player 615,11850,19,,,,,
Player 618,11450,19,,,,,
Player 621,10250,12,,,,,
Player 629,11750,22,,,,,
Player 635,10150,15,,,,,
Player 636,10650,16,,,,,
Player 641,10200,9,,,,,
Player 650,10250,19,,,,,
Player 654,10200,13,,,,,
Player 656,10700,15,,,,,
Player 662,10400,19,,,,,
Player 669,12550,18,,,,,
Player 671,10100,16,,,,,
Player 678,10450,18,,,,,
Player 685,10100,11,,,,,
Player 688,11900,22,,,,,
Player 691,10500,14,,,,,
Player 696,11800,15,,,,,
Player 701,10300,17,,,,,
Player 706,10500,10,,,,,
Player 714,11650,18,,,,,
Player 716,10200,21,,,,,
Player 723,12100,19,,,,,
Player 729,10000,19,,,,,
Player 731,10450,18,,,,,
Player 736,11200,17,,,,,
Player 745,10000,11,,,,,
Player 750,10550,18,,,,,
Player 751,10100,21,,,,,
Player 760,10300,15,,,,,
Player 761,10300,16,,,,,
Player 768,10950,23,,,,,
Player 774,10550,19,,,,,
Player 777,10200,23,,,,,
Player 783,10550,16,,,,,
Player 788,10250,16,,,,,
Player 794,10000,19,,,,,
Player 798,10500,11,,,,,
Player 4,10250,17,,,,,
Player 6,10600,19,,,,,
Player 13,11350,16,,,,,
Player 19,11250,22,,,,,
Player 23,10150,20,,,,,
Player 26,10350,16,,,,,
Player 33,11200,9,,,,,
Player 37,10200,19,,,,,
Player 45,10750,14,,,,,
Player 46,11600,20,,,,,
Player 52,10050,20,,,,,
Player 58,10800,15,,,,,
Player 64,15200,18,,,,,
Player 66,10800,17,,,,,
Player 73,10350,12,,,,,
Player 79,11800,25,,,,,
Player 81,10350,20,,,,,
Player 86,10350,14,,,,,
Player 91,10650,13,,,,,
Player 99,11550,25,,,,,
Player 102,10300,18,,,,,
Player 108,12400,13,,,,,
Player 114,12550,18,,,,,
Player 120,10050,12,,,,,
Player 124,10600,12,,,,,
Player 130,10950,20,,,,,
Player 135,11800,20,,,,,
Player 136,10150,16,,,,,
Player 141,10100,15,,,,,
Player 150,10550,12,,,,,
Player 154,10100,16,,,,,
Player 160,10250,23,,,,,
Player 162,10200,18,,,,,
Player 170,10850,17,,,,,
Player 173,10150,15,,,,,
Player 177,10100,17,,,,,
Player 182,10400,15,,,,,
Player 189,11300,16,,,,,
Player 194,12150,14,,,,,
Player 197,10400,22,,,,,
Player 204,10850,19,,,,,
Player 206,11100,16,,,,,
Player 211,10950,19,,,,,
Player 220,10500,16,,,,,
Player 223,10900,21,,,,,
Player 226,10950,20,,,,,
Player 234,10050,19,,,,,
Player 238,12400,18,,,,,
Player 245,11300,19,,,,,
Player 246,10000,13,,,,,
Player 255,11050,13,,,,,
Player 257,10000,21,,,,,
Player 263,10250,16,,,,,
Player 268,11200,19,,,,,
Player 275,10200,20,,,,,
Player 279,10150,18,,,,,
Player 283,10150,19,,,,,
Player 287,10350,15,,,,,
Player 293,10550,17,,,,,
Player 300,10300,10,,,,,
Player 302,11900,17,,,,,
Player 309,10250,18,,,,,
Player 313,10750,18,,,,,
Player 318,10300,18,,,,,
Player 323,10750,20,,,,,
Player 326,10300,10,,,,,
Player 331,10950,17,,,,,
Player 337,10700,17,,,,,
Player 343,11050,16,,,,,
Player 350,10350,23,,,,,
Player 355,10400,14,,,,,
Player 358,12000,14,,,,,
Player 363,10100,12,,,,,
Player 370,10850,19,,,,,
Player 374,10000,12,,,,,
Player 379,10450,13,,,,,
Player 385,10700,27,,,,,
Player 390,10650,20,,,,,
Player 394,11100,13,,,,,
Player 399,12050,16,,,,,
Player 404,10500,23,,,,,
Player 408,10200,21,,,,,
Player 414,12550,18,,,,,
Player 418,10000,16,,,,,
Player 422,13550,19,,,,,
Player 429,11100,13,,,,,
Player 433,10250,16,,,,,
Player 438,10000,17,,,,,
Player 441,10300,10,,,,,
Player 446,10300,21,,,,,
Player 455,11100,15,,,,,
Player 460,10650,21,,,,,
Player 463,10000,20,,,,,
Player 469,12150,20,,,,,
Player 471,10300,18,,,,,
Player 478,11350,16,,,,,
Player 482,10450,17,,,,,
Player 488,11650,19,,,,,
Player 494,10250,17,,,,,
Player 498,10800,21,,,,,
Player 504,11700,17,,,,,
Player 507,10000,16,,,,,
Player 511,12400,21,,,,,
Player 519,11600,18,,,,,
Player 522,10850,18,,,,,
Player 526,10750,19,,,,,
Player 533,10100,19,,,,,
Player 536,10100,20,,,,,
Player 542,10200,17,,,,,
Player 546,10100,22,,,,,
Player 555,10300,18,,,,,
Player 558,10050,19,,,,,
Player 564,10000,17,,,,,
Player 570,10950,15,,,,,
Player 573,10350,17,,,,,
Player 579,10050,10,,,,,
Player 581,12000,17,,,,,
Player 587,10150,21,,,,,
Player 592,12200,23,,,,,
Player 598,10000,16,,,,,
Player 603,10250,17,,,,,
Player 609,10950,18,,,,,
Player 615,10000,10,,,,,
Player 619,10600,15,,,,,
Player 623,10350,18,,,,,
Player 627,10300,15,,,,,
Player 631,10350,12,,,,,
Player 637,10100,14,,,,,
Player 641,11000,19,,,,,
Player 646,10250,15,,,,,
Player 652,10000,17,,,,,
Player 659,12900,20,,,,,
Player 662,10300,24,,,,,
Player 669,10100,16,,,,,
Player 672,10000,21,,,,,
Player 678,11650,14,,,,,
Player 681,10150,13,,,,,
Player 687,10700,15,,,,,
Player 693,10550,17,,,,,
Player 699,11800,12,,,,,
Player 702,12700,23,,,,,
Player 707,10100,15,,,,,
Player 715,10600,21,,,,,
Player 716,10250,15,,,,,
Player 721,10050,16,,,,,
Player 730,10500,18,,,,,
Player 732,10250,19,,,,,
Player 738,10600,16,,,,,
Player 742,10150,17,,,,,
Player 747,10100,19,,,,,
Player 754,10300,22,,,,,
Player 760,10600,18,,,,,
Player 764,10150,19,,,,,
Player 768,10300,14,,,,,
Player 772,11550,12,,,,,
Player 779,10250,18,,,,,
Player 785,12350,13,,,,,
Player 787,10500,14,,,,,
Player 793,10100,18,,,,,
Player 799,10350,14,,,,,
Player 2,10150,18,,,,,
Player 7,11700,21,,,,,
Player 15,10450,25,,,,,
Player 19,10600,13,,,,,
Player 25,10350,20,,,,,
Player 26,10150,21,,,,,
Player 33,10150,25,,,,,
Player 40,10950,21,,,,,
Player 44,10100,15,,,,,
Player 47,10350,14,,,,,
Player 52,10750,17,,,,,
Player 58,10850,19,,,,,
Player 61,10000,19,,,,,
Player 67,10700,15,,,,,
Player 75,10250,23,,,,,
Player 79,10100,21,,,,,
Player 82,10800,15,,,,,
Player 88,10050,20,,,,,
Player 92,11700,16,,,,,
Player 97,10650,18,,,,,
Player 104,10550,10,,,,,
Player 110,12700,21,,,,,
Player 115,10500,14,,,,,
Player 117,10850,14,,,,,
Player 121,10950,22,,,,,
Player 126,10500,15,,,,,
Player 134,10350,13,,,,,
Player 140,10950,15,,,,,
Player 143,10000,15,,,,,
Player 148,10550,17,,,,,
Player 155,10050,15,,,,,
Player 156,10550,20,,,,,
Player 162,11400,27,,,,,
Player 170,10150,15,,,,,
Player 173,11400,19,,,,,
Player 180,10650,20,,,,,
Player 185,12200,16,,,,,
Player 188,10150,22,,,,,
Player 191,12400,18,,,,,
Player 200,11000,20,,,,,
Player 203,12100,24,,,,,
Player 207,11150,16,,,,,
Player 215,10450,12,,,,,
Player 216,10050,20,,,,,
Player 221,10850,18,,,,,
Player 226,10700,8,,,,,
Player 232,10300,12,,,,,
Player 237,10350,14,,,,,
Player 241,10200,18,,,,,
Player 248,10150,18,,,,,
Player 251,10200,16,,,,,
Player 260,10800,15,,,,,
Player 264,10150,14,,,,,
Player 268,10600,15,,,,,
Player 273,10050,19,,,,,
Player 280,10550,21,,,,,
Player 282,10950,19,,,,,
Player 288,10000,17,,,,,
Player 291,10450,16,,,,,
Player 300,11550,22,,,,,
Player 301,10050,23,,,,,
Player 308,10650,13,,,,,
Player 311,10850,25,,,,,
Player 318,10050,14,,,,,
Player 324,10050,16,,,,,
Player 328,10250,20,,,,,
Player 335,10100,16,,,,,
Player 337,10650,14,,,,,
Player 345,10750,15,,,,,
Player 348,10300,14,,,,,
Player 352,10150,19,,,,,
Player 357,10050,13,,,,,
Player 361,12100,17,,,,,
Player 368,10250,20,,,,,
Player 374,12650,15,,,,,
Player 378,10400,13,,,,,
Player 384,10100,20,,,,,
Player 386,11800,16,,,,,
Player 395,10100,16,,,,,
Player 399,13000,17,,,,,
Player 401,10450,16,,,,,
Player 408,11000,17,,,,,
Player 414,11000,14,,,,,
Player 417,10550,19,,,,,
Player 421,10500,17,,,,,
Player 427,10000,17,,,,,
Player 435,10000,25,,,,,
Player 440,11650,18,,,,,
Player 442,11000,20,,,,,
Player 446,10100,14,,,,,
Player 454,11900,20,,,,,
Player 456,10150,20,,,,,
Player 464,10850,18,,,,,
Player 470,10500,15,,,,,
Player 473,10100,12,,,,,
Player 477,11050,14,,,,,
Player 483,10100,16,,,,,
Player 487,10850,16,,,,,
Player 491,10450,16,,,,,
Player 499,10050,19,,,,,
Player 504,10150,19,,,,,
Player 510,10700,14,,,,,
Player 511,10500,15,,,,,
Player 519,10000,11,,,,,
Player 523,10000,21,,,,,
Player 527,10150,15,,,,,
Player 531,10100,18,,,,,
Player 536,11700,17,,,,,
Player 544,10450,18,,,,,
Player 548,10350,17,,,,,
Player 555,10600,17,,,,,
Player 560,10350,18,,,,,
Player 564,10950,18,,,,,
Player 569,11100,12,,,,,
Player 572,10900,10,,,,,
Player 577,10700,14,,,,,
Player 585,10200,19,,,,,
Player 590,11400,10,,,,,
Player 591,10050,20,,,,,
Player 596,12600,16,,,,,
Player 603,11200,20,,,,,
Player 607,10300,15,,,,,
Player 612,10350,19,,,,,
Player 620,10350,19,,,,,
Player 625,10500,21,,,,,
Player 629,10650,20,,,,,
Player 633,11200,21,,,,,
Player 638,10000,15,,,,,
Player 644,10150,21,,,,,
Player 648,10650,20,,,,,
Player 655,11450,19,,,,,
Player 658,11400,20,,,,,
Player 661,10600,11,,,,,
Player 667,10800,21,,,,,
Player 673,10400,14,,,,,
Player 679,10350,17,,,,,
Player 685,10450,21,,,,,
Player 690,10000,17,,,,,
Player 691,10300,23,,,,,
Player 697,11050,23,,,,,
Player 705,10250,11,,,,,
Player 708,11550,14,,,,,
Player 714,10300,23,,,,,
Player 718,12000,20,,,,,
Player 722,10400,21,,,,,
Player 728,10800,10,,,,,
Player 734,10750,14,,,,,
Player 737,10300,24,,,,,
Player 741,10500,17,,,,,
Player 749,12900,23,,,,,
Player 751,10100,23,,,,,
Player 760,12000,14,,,,,
Player 765,11700,16,,,,,
Player 769,10250,20,,,,,
Player 772,10900,18,,,,,
Player 777,10200,25,,,,,
Player 782,11350,17,,,,,
Player 790,10550,17,,,,,
Player 792,10150,22,,,,,
Player 798,10100,13,,,,,
Player 1,10100,25,,,,,
Player 10,10450,21,,,,,
Player 14,11200,21,,,,,
Player 16,10150,15,,,,,
Player 21,10300,15,,,,,
Player 29,12000,20,,,,,
Player 31,10050,18,,,,,
Player 38,10050,19,,,,,
Player 45,11150,15,,,,,
Player 46,11100,14,,,,,
Player 55,10000,16,,,,,
Player 60,11550,12,,,,,
Player 62,10700,13,,,,,
Player 69,10250,9,,,,,
Player 71,10250,17,,,,,
Player 80,10300,19,,,,,
Player 83,10150,17,,,,,
Player 86,10000,15,,,,,
Player 92,11450,30,,,,,
Player 100,10100,20,,,,,
Player 102,10150,24,,,,,
Player 110,10200,13,,,,,
Player 113,11450,20,,,,,
Player 118,11500,20,,,,,
Player 124,10100,14,,,,,
Player 129,10150,16,,,,,
Player 134,10200,11,,,,,
Player 139,10150,15,,,,,
Player 141,10700,18,,,,,
Player 149,10000,12,,,,,
Player 153,10200,14,,,,,
Player 159,10150,20,,,,,
Player 164,10200,21,,,,,
Player 168,10150,18,,,,,
Player 172,10800,23,,,,,
Player 179,10900,21,,,,,
Player 183,10050,13,,,,,
Player 187,13000,14,,,,,
Player 192,10400,10,,,,,
Player 198,10850,23,,,,,
Player 202,10000,15,,,,,
Player 207,10150,13,,,,,
Player 214,10400,15,,,,,
Player 219,10400,22,,,,,
Player 221,10000,13,,,,,
Player 226,10250,21,,,,,
Player 234,12250,12,,,,,
Player 238,10750,17,,,,,
Player 242,10250,12,,,,,
Player 246,11650,22,,,,,
Player 254,10450,14,,,,,
Player 259,10050,19,,,,,
Player 261,10100,18,,,,,
Player 266,10100,14,,,,,
Player 272,11350,17,,,,,
Player 276,11450,19,,,,,
Player 283,10850,22,,,,,
Player 290,10450,21,,,,,
Player 293,13100,17,,,,,
Player 297,10050,20,,,,,
Player 305,10500,17,,,,,
Player 306,12000,15,,,,,
Player 313,10350,16,,,,,
Player 318,10050,13,,,,,
Player 321,10650,17,,,,,
Player 328,10550,16,,,,,
Player 334,10200,14,,,,,
Player 336,10300,14,,,,,
Player 341,10000,17,,,,,
Player 347,10450,21,,,,,
Player 351,10000,9,,,,,
Player 358,10550,21,,,,,
Player 364,10050,11,,,,,
Player 370,10550,13,,,,,
Player 371,10550,15,,,,,
Player 376,10000,16,,,,,
Player 384,10200,10,,,,,
Player 386,12600,11,,,,,
Player 391,10300,12,,,,,
Player 397,10200,17,,,,,
Player 403,10700,15,,,,,
Player 406,10650,18,,,,,
Player 414,10150,17,,,,,
Player 417,10900,11,,,,,
Player 425,10300,14,,,,,
Player 427,10300,21,,,,,
Player 433,10300,14,,,,,
Player 437,11550,16,,,,,
Player 445,10600,22,,,,,
Player 450,10250,18,,,,,
Player 455,11700,21,,,,,
Player 456,10150,12,,,,,
Player 465,12650,17,,,,,
Player 470,10500,14,,,,,
Player 473,11450,21,,,,,
Player 477,10550,16,,,,,
Player 484,10000,13,,,,,
Player 488,11050,19,,,,,
Player 493,10150,20,,,,,
Player 497,10500,20,,,,,
Player 503,10100,15,,,,,
Player 507,10250,15,,,,,
Player 512,11250,16,,,,,
Player 518,10550,21,,,,,
Player 525,10750,16,,,,,
Player 529,11550,13,,,,,
Player 532,11800,15,,,,,
Player 539,10050,21,,,,,
Player 545,11400,19,,,,,
Player 546,11900,13,,,,,
Player 555,10000,13,,,,,
Player 559,10150,18,,,,,
Player 565,11900,17,,,,,
Player 567,10600,16,,,,,
Player 575,10650,14,,,,,
Player 579,10550,20,,,,,
Player 582,10950,26,,,,,
Player 590,11150,20,,,,,
Player 595,10000,14,,,,,
Player 600,10450,21,,,,,
Player 604,10950,13,,,,,
Player 610,12400,19,,,,,
Player 613,10100,11,,,,,
Player 620,10350,16,,,,,
Player 622,10550,15,,,,,
Player 627,10500,17,,,,,
Player 633,10500,17,,,,,
Player 640,10000,17,,,,,
Player 643,10200,13,,,,,
Player 647,10650,18,,,,,
Player 651,10800,20,,,,,
Player 656,10350,12,,,,,
Player 661,11750,18,,,,,
Player 666,10600,8,,,,,
Player 673,10950,16,,,,,
Player 677,10100,12,,,,,
Player 684,11500,30,,,,,
Player 687,10400,18,,,,,
Player 694,10250,18,,,,,
Player 700,10000,19,,,,,
Player 705,10150,18,,,,,
Player 708,10150,18,,,,,
Player 712,11200,9,,,,,
Player 719,11400,18,,,,,
Player 724,10350,13,,,,,
Player 729,10400,16,,,,,
Player 731,10500,19,,,,,
Player 736,10550,24,,,,,
Player 743,10350,18,,,,,
Player 748,10550,22,,,,,
Player 755,11450,11,,,,,
Player 757,10000,17,,,,,
Player 763,10300,23,,,,,
Player 770,12050,18,,,,,
Player 775,10250,15,,,,,
Player 779,11200,20,,,,,
Player 784,11150,10,,,,,
Player 789,10400,15,,,,,
Player 794,10200,16,,,,,
Player 796,10100,18,,,,,
Player 2,10100,15,,,,,
Player 6,10500,16,,,,,
Player 11,10000,16,,,,,
Player 16,11250,20,,,,,
Player 25,10100,20,,,,,
Player 26,10400,16,,,,,
Player 33,13200,22,,,,,
Player 39,11400,17,,,,,
Player 42,11800,17,,,,,
Player 49,10550,12,,,,,
Player 51,10400,15,,,,,
Player 58,10400,17,,,,,
Player 65,11550,18,,,,,
Player 70,10050,16,,,,,
Player 73,10150,18,,,,,
Player 78,10300,12,,,,,
Player 83,11700,20,,,,,
Player 87,10350,10,,,,,
Player 93,11800,19,,,,,
Player 100,11450,14,,,,,
Player 104,10950,21,,,,,
Player 106,10050,23,,,,,
Player 113,11250,16,,,,,
Player 119,10350,21,,,,,
Player 125,10500,15,,,,,
Player 128,10600,18,,,,,
Player 133,10000,22,,,,,
Player 136,10200,15,,,,,
Player 143,10100,12,,,,,
Player 149,10050,19,,,,,
Player 154,10200,19,,,,,
Player 160,12600,21,,,,,
Player 163,10500,15,,,,,
Player 170,11700,15,,,,,
Player 171,10100,18,,,,,
Player 180,10000,13,,,,,
Player 181,10600,21,,,,,
Player 189,10550,23,,,,,
